idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,6,0,0,8.14,1,0,0,20
2,1,0,0,6.3,2,0,0,20
3,4,0,0,22.38,3,0,0,20
4,2,0,0,18.87,4,0,0,20
5,1,0,1,6.4,5,0,0,20
6,4,0,1,23.8,6,0,0,20
7,6,0,1,15.85,7,0,0,20
8,2,0,1,19.9,8,0,0,20
9,1,0,2,15.53,9,0,1.0,20
10,5,0,0,12.11,10,0,0,20
11,2,0,2,22.89,11,0,0,20
12,3,0,0,9.72,12,0,0,20
13,3,0,1,15.37,13,0,0,20
14,5,0,1,12.35,14,0,0,20
15,5,0,2,14.14,15,0,0,20
16,6,0,2,21.08,16,0,0,20
17,6,0,3,23.37,17,0,0,20
18,3,0,2,22.32,18,0,0,20
19,5,0,3,17.39,19,0,0,20
20,1,0,3,12.74,20,0,1.0,20
