idx,seq,group,emerg,weight,size(ft)
1,1,0,0,13.98,20
2,2,0,0,7.94,20
3,3,0,0,13.0,20
4,4,0,0,23.0,20
5,5,0,0,5.91,20
6,6,0,0,9.03,20
7,7,0,0,18.96,20
8,8,0,0,15.62,20
9,9,0,0,14.58,20
10,10,0,0,14.55,20
11,11,0,0,9.42,20
12,12,0,0,18.6,20
13,13,0,0,10.26,20
14,14,0,0,11.61,20
15,15,0,0,17.59,20
16,16,0,0,15.26,20
17,17,0,0,23.84,20
18,18,0,0,15.1,20
19,19,0,0,10.4,20
20,20,0,0,14.13,20
21,21,0,0,15.49,20
22,22,0,0,14.27,20
23,23,0,0,18.83,20
24,24,0,0,11.2,20
25,25,0,0,7.77,20
26,26,0,0,16.05,20
27,27,0,0,7.43,20
