idx,seq,group,emerg,weight,size(ft)
1,1,0,0,15.95,20
2,2,0,0,18.13,20
3,3,0,0,6.07,20
4,4,0,0,15.82,20
5,5,0,0,10.25,20
6,6,0,0,18.12,20
7,7,0,0,9.07,20
8,8,0,0,18.72,20
9,9,0,0,8.83,20
10,10,0,0,15.65,20
11,11,0,0,22.88,20
12,12,0,0,23.21,20
13,13,0,0,17.94,20
14,14,0,0,18.53,20
15,15,0,0,13.54,20
16,16,0,0,22.63,20
17,17,0,0,18.8,20
18,18,0,0,23.01,20
19,19,0,0,5.55,20
20,20,0,0,18.63,20
21,21,0,0,5.34,20
22,22,0,0,23.4,20
23,23,0,0,23.55,20
24,24,0,0,12.46,20
25,25,0,0,15.46,20
26,26,0,0,18.69,20
27,27,0,0,7.57,20
