idx,seq,group,emerg,weight,size(ft)
1,1,0,0,10.04,20
2,2,0,0,14.97,20
3,3,0,0,19.97,20
4,4,0,0,15.88,20
5,5,0,0,8.55,20
6,6,0,0,9.43,20
7,7,0,0,11.95,20
8,8,0,0,18.4,20
9,9,0,0,6.47,20
10,10,0,0,17.44,20
11,11,0,0,5.03,20
12,12,0,0,7.05,20
13,13,0,0,8.51,20
14,14,0,0,12.43,20
15,15,0,0,9.69,20
16,16,0,0,8.11,20
17,17,0,0,20.45,20
18,18,0,0,17.19,20
19,19,0,0,13.84,20
20,20,0,0,17.31,20
21,21,0,0,8.83,20
22,22,0,0,10.15,20
23,23,0,0,9.26,20
24,24,0,0,16.59,20
25,25,0,0,22.41,20
26,26,0,0,19.37,20
27,27,0,0,18.89,20
