idx,seq,group,emerg,weight,size(ft)
1,1,0,0,7.74,20
2,2,0,0,21.4,20
3,3,0,0,19.44,20
4,4,0,0,6.68,20
5,5,0,0,11.27,20
6,6,0,0,11.62,20
7,7,0,0,13.45,20
8,8,0,0,8.0,20
9,9,0,0,17.72,20
10,10,0,0,20.49,20
11,11,0,0,17.1,20
12,12,0,0,8.79,20
13,13,0,0,5.14,20
14,14,0,0,12.41,20
15,15,0,0,18.81,20
16,16,0,0,19.92,20
17,17,0,0,5.87,20
18,18,0,0,16.61,20
19,19,0,0,6.89,20
20,20,0,0,10.85,20
21,21,0,0,18.62,20
22,22,0,0,17.84,20
23,23,0,0,8.61,20
24,24,0,0,23.44,20
25,25,0,0,17.4,20
26,26,0,0,12.2,20
27,27,0,0,22.37,20
