idx,seq,group,emerg,weight,size(ft)
1,1,0,0,9.64,20
2,2,0,0,5.53,20
3,3,0,0,21.5,20
4,4,0,0,17.3,20
5,5,0,0,18.74,20
6,6,0,0,20.15,20
7,7,0,0,20.28,20
8,8,0,0,18.59,20
9,9,0,0,13.68,20
10,10,0,0,11.48,20
11,11,0,0,10.05,20
12,12,0,0,14.29,20
13,13,0,0,21.68,20
14,14,0,0,22.54,20
15,15,0,0,15.22,20
16,16,0,0,14.66,20
17,17,0,0,15.74,20
18,18,0,0,11.7,20
19,19,0,0,8.02,20
20,20,0,0,18.79,20
21,21,0,0,23.99,20
22,22,0,0,15.39,20
23,23,0,0,19.21,20
24,24,0,0,14.8,20
25,25,0,0,9.37,20
26,26,0,0,9.81,20
27,27,0,0,15.91,20
