idx,seq,group,emerg,weight,size(ft)
1,1,0,0,17.15,20
2,2,0,0,15.27,20
3,3,0,0,12.86,20
4,4,0,0,8.12,20
5,5,0,0,20.22,20
6,6,0,0,13.09,20
7,7,0,0,20.06,20
8,8,0,0,11.49,20
9,9,0,0,7.55,20
10,10,0,0,7.37,20
11,11,0,0,19.0,20
12,12,0,0,21.74,20
13,13,0,0,20.73,20
14,14,0,0,12.27,20
15,15,0,0,18.81,20
16,16,0,0,12.77,20
17,17,0,0,14.1,20
18,18,0,0,5.97,20
19,19,0,0,15.85,20
20,20,0,0,20.65,20
21,21,0,0,16.2,20
22,22,0,0,7.51,20
23,23,0,0,5.81,20
24,24,0,0,20.46,20
25,25,0,0,6.7,20
26,26,0,0,21.22,20
27,27,0,0,11.94,20
