Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Seq, Emerg, Reloc, Size(ft)
1, 1245.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1244.959106, -0.016038, 112.901390, 0.040618, -0.000008, -0.012535, 15.780000, 0, 0, 0.000000, 0
2, 1245.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1244.713135, -0.089329, 338.984894, 0.104190, -0.000051, -0.025025, 21.280001, 0, 0, 0.000000, 0
3, 1494.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1493.964722, -0.009024, 113.089203, 0.033711, -0.000000, -0.005355, 19.540001, 0, 0, 0.000000, 0
4, 249.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 251.846695, -0.132542, 113.340668, -1.195115, -0.013484, -0.017070, 5.590000, 0, 0, 0.000000, 0
5, 249.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 256.460449, -0.116984, 339.266846, -1.205633, -0.012959, 0.028358, 15.810000, 0, 0, 0.000000, 0
6, 498.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 497.992859, -0.023662, 112.849060, -0.188791, 0.009981, -0.014746, 12.220000, 0, 0, 0.000000, 0
7, 996.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 995.895508, -0.023956, 112.609177, 0.042135, 0.000016, -0.015260, 12.040000, 0, 0, 0.000000, 0
8, 996.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 995.503967, -0.129233, 338.370697, 0.175648, -0.000069, -0.040597, 15.340000, 0, 0, 0.000000, 0
9, 249.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 261.748535, 0.031765, 565.055115, -1.267153, -0.014866, 0.045515, 8.660000, 0, 0, 0.000000, 0
10, 498.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 498.701050, -0.109490, 338.580872, -0.336400, 0.010479, -0.038070, 8.140000, 0, 0, 0.000000, 0
11, 1245.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1244.249390, -0.199573, 565.165771, 0.124662, -0.000069, -0.029833, 23.080000, 0, 0, 0.000000, 0
12, 747.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 746.827576, -0.036814, 112.448769, 0.088656, -0.000942, -0.022746, 9.690000, 0, 0, 0.000000, 0
13, 996.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 994.636047, -0.326673, 564.298584, 0.278159, -0.000174, -0.060160, 18.740000, 0, 0, 0.000000, 0
14, 747.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 746.197205, -0.181786, 338.207336, 0.242566, -0.001618, -0.051641, 17.030001, 0, 0, 0.000000, 0
15, 249.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 266.845856, 0.228436, 791.009216, -1.280341, -0.012192, 0.054284, 13.500000, 0, 0, 0.000000, 0
16, 996.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 993.425293, -0.587499, 790.391785, 0.336322, -0.000243, -0.071519, 21.719999, 0, 0, 0.000000, 0
17, 498.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 499.869171, -0.283519, 564.401489, -0.312098, 0.008840, -0.053519, 11.390000, 0, 0, 0.000000, 0
18, 747.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 745.034851, -0.427840, 564.039734, 0.351849, -0.002166, -0.073222, 15.480000, 0, 0, 0.000000, 0
19, 498.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 501.104248, -0.510110, 790.256958, -0.323190, 0.000938, -0.065443, 8.070000, 0, 0, 0.000000, 0
20, 498.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 502.579895, -0.850895, 1016.304993, -0.238251, -0.003187, -0.074083, 10.050000, 0, 0, 0.000000, 0
21, 249.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 271.816711, 0.493931, 1017.408081, -1.120735, -0.006728, 0.072273, 7.600000, 0, 0, 0.000000, 0
22, 1494.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1493.811523, -0.034371, 339.293152, 0.033565, 0.000029, -0.006715, 22.969999, 0, 0, 0.000000, 0
23, 747.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 743.474548, -0.752022, 789.987122, 0.442804, -0.002557, -0.090615, 16.280001, 0, 0, 0.000000, 0
24, 747.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 741.630188, -1.128447, 1016.127136, 0.490555, -0.002685, -0.099721, 20.230000, 0, 0, 0.000000, 0
25, 996.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 992.027588, -0.883145, 1016.556335, 0.368640, -0.000295, -0.077816, 8.590000, 0, 0, 0.000000, 0
