idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,5,0,0,13.74,0,0,0,20
2,2,0,0,19.01,0,0,1.0,20
3,3,0,0,11.4,0,0,0,20
4,3,0,1,23.86,0,0,1.0,20
5,1,0,0,12.61,0,0,1.0,20
6,4,0,0,13.28,0,0,0,20
7,2,0,1,13.8,0,0,1.0,20
8,2,0,2,11.65,1,0,1.0,20
9,1,0,1,6.14,2,0,1.0,20
10,5,0,1,15.32,3,0,0,20
11,4,0,1,17.19,4,0,1.0,20
12,1,0,2,8.77,5,0,1.0,20
13,2,0,3,13.98,6,0,1.0,20
14,6,0,0,23.87,7,0,0,20
15,4,0,2,15.93,8,0,1.0,20
16,2,0,4,14.36,9,0,1.0,20
17,3,0,2,12.97,10,0,1.0,20
18,5,0,2,22.48,11,0,0,20
19,3,0,3,19.72,12,0,1.0,20
20,1,0,3,8.65,13,0,1.0,20
