idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,5,0,0,19.13,0,19.13,0,0,20
2,3,0,0,16.02,0,16.02,0,0,20
3,4,0,0,20.99,1,120.99,0,0,20
4,6,0,0,13.67,0,13.67,0,0,20
5,4,0,1,16.73,2,216.73,0,0.9999999999999734,20
6,1,0,0,5.95,3,305.95,0,0,20
7,6,0,1,14.1,0,14.1,0,0,20
8,5,0,1,21.64,1,121.64,0,1.0,20
9,6,0,2,18.1,3,318.1,0,0,20
10,2,0,0,10.05,3,310.05,0,0,20
11,3,0,1,11.88,1,111.88,1,1.0,20
12,5,0,2,13.29,1,113.28999999999999,2,1.0,20
13,4,0,2,22.45,1,122.45,3,0.9999999999999734,20
14,3,0,2,20.93,0,20.93,4,1.0,20
15,5,0,3,19.63,3,319.63,5,0.9999999999999982,20
