idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,5,0,0,7.12,0,0,1.0,20
2,6,0,0,23.18,0,0,0,20
3,5,0,1,6.33,0,0,1.0,20
4,5,0,2,22.46,1,0,1.0,20
5,2,0,0,7.55,2,0,0,20
6,2,0,1,7.63,3,0,0,20
7,6,0,1,23.21,4,0,0,20
8,1,0,0,5.83,5,0,0,20
9,4,0,0,12.48,6,0,0,20
10,2,0,2,15.46,7,0,0,20
11,3,0,0,6.31,8,0,0,20
12,4,0,1,21.32,9,0,0,20
13,2,0,3,15.76,10,0,0,20
14,1,0,1,5.88,11,0,0,20
15,6,0,2,23.42,12,0,0,20
16,4,0,2,22.42,13,0,0,20
17,1,0,2,16.43,14,0,0,20
18,3,0,1,10.91,15,0,0,20
19,3,0,2,18.5,16,0,0,20
20,5,0,3,5.46,17,0,1.0,20
