idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,3,0,0,16.55,0,16.55,0,1.0,20
2,3,0,1,17.69,0,17.69,0,1.0,20
3,3,0,2,7.2,0,7.2,0,1.0,20
4,4,0,0,10.73,0,10.73,0,0,20
5,3,0,3,17.9,0,17.9,0,1.0,20
6,4,0,1,17.86,0,17.86,1,0,20
7,5,0,0,11.44,0,11.44,2,0,20
8,3,0,4,8.87,0,8.87,3,1.0,20
9,4,0,2,18.72,0,18.72,4,0,20
10,2,0,0,6.67,0,6.67,5,0,20
11,4,0,3,22.53,0,22.53,6,0,20
12,2,0,1,10.78,0,10.78,7,0,20
13,1,0,0,5.82,0,5.82,8,0,20
14,4,0,4,23.6,0,23.6,9,0,20
15,2,0,2,14.11,0,14.11,10,0,20
16,1,0,1,6.1,0,6.1,11,0,20
17,2,0,3,22.95,0,22.95,12,0,20
18,1,0,2,6.17,0,6.17,13,0,20
19,5,0,1,15.01,0,15.01,14,0,20
20,6,0,0,5.21,0,5.21,15,0,20
21,1,0,3,13.38,0,13.38,16,0,20
22,6,0,1,20.48,0,20.48,17,0,20
23,5,0,2,16.46,0,16.46,18,0,20
