idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,6,0,0,19.82,0,19.82,0,1.0,20
2,6,0,1,23.51,0,23.51,0,1.0,20
3,2,0,0,7.43,0,7.43,0,0,20
4,2,0,1,18.99,0,18.99,0,0,20
5,6,0,2,22.87,0,22.87,0,1.0,20
6,3,0,0,8.17,0,8.17,1,0,20
7,2,0,2,20.74,0,20.74,2,0,20
8,1,0,0,5.32,0,5.32,3,0,20
9,4,0,0,5.39,0,5.39,4,0,20
10,4,0,1,18.19,0,18.19,5,0,20
11,6,0,3,13.06,0,13.06,6,1.0,20
12,1,0,1,5.59,0,5.59,7,0,20
13,3,0,1,8.5,0,8.5,8,0,20
14,4,0,2,18.75,0,18.75,9,0,20
15,3,0,2,18.57,0,18.57,10,0,20
16,5,0,0,7.53,0,7.53,11,0,20
17,1,0,2,5.96,0,5.96,12,0,20
18,3,0,3,18.5,0,18.5,13,0,20
19,5,0,1,10.32,0,10.32,14,0,20
20,4,0,3,20.1,0,20.1,15,0,20
21,1,0,3,7.39,0,7.39,16,0,20
22,1,0,4,12.89,0,12.89,17,0,20
23,5,0,2,11.56,0,11.56,18,0,20
