idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,6,0,0,21.14,0,0,0,20
2,5,0,0,6.98,0,0,0,20
3,3,0,0,10.45,0,0,1.0,20
4,5,0,1,19.56,1,0,1.0,20
5,5,0,2,11.09,2,0,1.0,20
6,5,0,3,17.9,3,0,1.0,20
7,2,0,0,6.09,4,0,1.0,20
8,3,0,1,8.53,5,0,1.0,20
9,2,0,1,6.76,6,0,1.0,20
10,2,0,2,9.43,7,0,1.0,20
11,4,0,0,8.99,8,0,1.0,20
12,4,0,1,8.21,9,0,1.0,20
13,1,0,0,7.53,10,0,1.0,20
14,2,0,3,11.02,11,0,1.0,20
15,4,0,2,16.98,12,0,1.0,20
16,4,0,3,16.89,13,0,1.0,20
17,3,0,2,9.13,14,0,0.9999999999999578,20
18,1,0,1,7.21,15,0,1.0,20
19,3,0,3,10.45,16,0,0.9999999999999578,20
20,6,0,1,21.26,17,0,0,20
