idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,2,0,0,8.65,0,0,1.0,20
2,3,0,0,9.07,0,0,1.0,20
3,4,0,0,15.79,0,0,1.0,20
4,5,0,0,21.71,1,0,1.0,20
5,1,0,0,6.09,2,0,1.0,20
6,3,0,1,8.5,3,0,1.0,20
7,3,0,2,14.7,4,0,1.0,20
8,2,0,1,9.27,5,0,1.0,20
9,3,0,3,11.47,6,0,1.0,20
10,4,0,1,12.8,7,0,1.0,20
11,1,0,1,6.0,8,0,1.0,20
12,1,0,2,10.21,9,0,1.0,20
13,2,0,2,9.78,10,0,1.0,20
14,2,0,3,11.57,11,0,1.0,20
15,6,0,0,23.4,12,0,0,20
16,5,0,1,14.65,13,0,1.0,20
17,1,0,3,6.29,14,0,1.0,20
18,2,0,4,11.5,15,0,1.0,20
19,4,0,2,18.91,16,0,1.0,20
20,4,0,3,17.55,17,0,1.0,20
