idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,5,0,0,19.93,0,0,0,20
2,3,0,0,15.68,0,0,1.0,20
3,3,0,1,14.54,0,0,1.0,20
4,6,0,0,23.26,1,0,0,20
5,1,0,0,9.52,2,0,1.0,20
6,3,0,2,20.55,3,0,1.0,20
7,3,0,3,18.81,4,0,1.0,20
8,1,0,1,7.59,5,0,1.0,20
9,4,0,0,11.94,6,0,0,20
10,4,0,1,21.16,7,0,1.0,20
11,4,0,2,20.96,8,0,1.0,20
12,1,0,2,11.05,9,0,1.0,20
13,1,0,3,16.04,10,0,1.0,20
14,5,0,1,21.57,11,0,1.0,20
15,2,0,0,13.21,12,0,1.0,20
16,4,0,3,20.63,13,0,1.0,20
17,5,0,2,21.88,14,0,1.0,20
18,3,0,4,16.72,15,0,1.0,20
19,2,0,1,7.89,16,0,1.0,20
20,2,0,2,16.93,17,0,1.0,20
