idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,2,0,0,9.48,0,9.48,1,1.0,20
2,6,0,0,19.65,3,319.65,2,1.0,20
3,4,0,0,23.61,1,123.61,3,1.0,20
4,6,0,1,14.93,3,314.93,4,1.0,20
5,5,0,0,6.93,2,206.93,5,1.0,20
6,5,0,1,7.83,2,207.83,6,1.0,20
7,5,0,2,19.18,3,319.18,7,1.0,20
8,2,0,1,22.89,0,22.89,8,1.0,20
9,5,0,3,11.79,3,311.79,9,1.0,20
10,2,0,2,16.48,1,116.48,10,1.0,20
11,3,0,0,7.21,1,107.21,11,1.0,20
12,4,0,1,12.82,1,112.82,12,1.0,20
13,4,0,2,19.8,2,219.8,13,1.0,20
14,2,0,3,7.65,1,107.65,14,1.0,20
15,3,0,1,20.37,0,20.37,15,1.0,20
16,5,0,4,9.81,3,309.81,16,1.0,20
17,4,0,3,14.4,2,214.4,17,1.0,20
18,1,0,0,6.49,0,6.49,18,1.0,20
19,6,0,2,20.76,3,320.76,19,1.0,20
20,2,0,4,21.54,1,121.53999999999999,20,1.0,20
21,3,0,2,8.88,1,108.88,21,1.0,20
22,3,0,3,16.85,1,116.85,22,1.0,20
23,3,0,4,14.02,1,114.02,23,1.0,20
24,4,0,4,11.61,2,211.61,24,1.0,20
25,1,0,1,18.11,0,18.11,25,1.0,20
26,1,0,2,11.65,0,11.65,26,1.0,20
27,1,0,3,13.25,0,13.25,27,1.0,20
