idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,6,0,0,12.22,2,212.22,1,0,20
2,2,0,0,6.48,0,6.48,2,1.0,20
3,5,0,0,11.09,3,311.09,3,1.0,20
4,6,0,1,21.19,3,321.19,4,1.0,20
5,5,0,1,20.88,3,320.88,5,1.0,20
6,3,0,0,11.48,1,111.48,6,1.0,20
7,3,0,1,13.51,0,13.51,7,1.0,20
8,5,0,2,14.18,3,314.18,8,1.0,20
9,3,0,2,19.37,1,119.37,9,1.0,20
10,1,0,0,6.32,0,6.32,10,1.0,20
11,6,0,2,13.95,3,313.95,11,1.0,20
12,2,0,1,13.62,0,13.62,12,1.0,20
13,4,0,0,9.46,2,209.46,13,1.0,20
14,4,0,1,5.31,2,205.31,14,1.0,20
15,3,0,3,19.48,2,219.48,15,1.0,20
16,1,0,1,11.0,0,11.0,16,1.0,20
17,2,0,2,13.13,1,113.13,17,1.0,20
18,5,0,3,20.57,3,320.57,18,1.0,20
19,5,0,4,20.65,3,320.65,19,1.0,20
20,4,0,2,7.98,2,207.98,20,1.0,20
21,2,0,3,11.39,1,111.39,21,1.0,20
22,4,0,3,16.28,2,216.28,22,1.0,20
23,1,0,2,5.85,0,5.85,23,1.0,20
24,4,0,4,13.16,2,213.16,24,1.0,20
25,1,0,3,23.72,0,23.72,25,1.0,20
26,2,0,4,15.53,1,115.53,26,1.0,20
27,6,0,3,9.33,3,309.33,27,1.0,20
