idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,6,0,0,22.52,0,0,0,20
2,3,0,0,15.51,0,0,0,20
3,5,0,0,21.45,0,0,0,20
4,4,0,0,16.43,0,0,0,20
5,1,0,0,9.43,0,0,0,20
6,4,0,4,17.42,1,0,1.0000000000000013,20
7,2,0,1,8.84,2,0,1.0,20
8,3,0,2,18.32,3,0,1.0,20
9,1,0,1,11.5,4,0,0,20
10,3,0,4,16.69,5,0,1.0,20
11,1,0,2,13.11,6,0,1.0,20
12,3,0,1,17.72,7,0,1.0000000000000049,20
13,4,0,2,20.29,8,0,1.0,20
14,1,0,4,12.46,9,0,1.0,20
15,4,0,1,21.0,10,0,1.0,20
16,5,0,1,22.02,11,0,0,20
17,2,0,2,16.03,12,0,1.0,20
18,6,0,1,22.71,13,0,0,20
19,3,0,3,16.36,14,0,1.0,20
20,1,0,3,14.35,15,0,1.0,20
21,2,0,3,14.43,16,0,1.0,20
22,4,0,3,20.96,17,0,1.0000000000000013,20
23,2,0,4,6.44,18,0,1.0,20
24,5,0,2,22.32,19,0,0,20
25,2,0,0,5.5,20,0,0,20
