idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,3,0,0,17.98,0,17.98,1,0,20
2,4,0,0,8.01,2,208.01,2,0,20
3,6,0,0,8.04,3,308.04,3,0,20
4,2,0,0,8.09,0,8.09,4,0,20
5,3,0,1,18.8,0,18.8,5,0,20
6,4,0,1,9.7,2,209.7,6,0,20
7,5,0,0,8.76,0,8.76,7,0,20
8,5,0,1,21.67,2,221.67000000000002,8,0,20
9,4,0,2,10.57,2,210.57,9,0,20
10,3,0,2,7.92,2,207.92,10,0,20
11,2,0,1,13.9,0,13.9,11,0,20
12,6,0,1,16.4,3,316.4,12,0,20
13,6,0,2,17.66,3,317.66,13,0,20
14,2,0,2,18.0,0,18.0,14,0,20
15,2,0,3,9.62,1,109.62,15,0,20
16,1,0,0,7.25,0,7.25,16,0,20
17,1,0,1,15.56,0,15.56,17,0,20
18,5,0,2,7.76,3,307.76,18,0,20
19,3,0,3,19.6,2,219.6,19,0,20
20,3,0,4,19.68,2,219.68,20,0,20
21,4,0,3,16.92,2,216.92000000000002,21,0,20
22,5,0,3,10.87,3,310.87,22,0,20
23,1,0,2,20.34,0,20.34,23,0,20
24,4,0,4,18.05,2,218.05,24,0,20
25,5,0,4,16.87,3,316.87,25,0,20
26,2,0,4,13.11,2,213.11,26,0,20
27,1,0,3,9.07,1,109.07,27,0,20
