idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,4,0,0,5.55,0,5.55,0,0,20
2,4,0,1,20.63,0,20.63,0,1.0,20
3,4,0,2,19.87,0,19.87,0,1.0,20
4,3,0,0,12.92,0,12.92,0,0,20
5,3,0,1,13.94,0,13.94,0,0,20
6,4,0,3,5.73,0,5.73,0,1.0,20
7,4,0,4,18.16,0,18.16,0,1.0,20
8,6,0,0,14.41,0,14.41,0,0,20
9,1,0,0,17.6,0,17.6,0,0,20
10,3,0,2,16.5,0,16.5,0,0,20
11,2,0,0,7.87,0,7.87,1,0,20
12,3,0,3,17.18,0,17.18,2,0,20
13,6,0,1,21.49,0,21.49,3,0,20
14,2,0,1,11.75,0,11.75,4,0,20
15,6,0,2,22.25,0,22.25,5,0,20
16,5,0,0,5.38,0,5.38,6,0,20
17,5,0,1,15.08,0,15.08,7,0,20
18,5,0,2,23.52,0,23.52,8,0,20
19,2,0,2,14.94,0,14.94,9,0,20
20,6,0,3,23.42,0,23.42,10,0,20
21,3,0,4,18.32,0,18.32,11,0,20
22,2,0,3,15.88,0,15.88,12,0,20
23,1,0,1,17.9,0,17.9,13,0,20
