idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,0,10.14,0,10.14,0,0,20
2,5,0,0,19.49,0,19.49,0,1.0,20
3,3,0,0,7.89,0,7.89,0,0,20
4,5,0,1,9.44,0,9.44,0,1.0,20
5,4,0,0,10.31,0,10.31,0,0,20
6,3,0,1,17.01,0,17.01,0,0,20
7,2,0,0,10.62,0,10.62,0,1.0,20
8,1,0,1,12.29,0,12.29,0,0,20
9,5,0,2,11.36,0,11.36,0,1.0,20
10,1,0,2,21.55,0,21.55,0,0,20
11,3,0,2,21.32,0,21.32,1,0,20
12,6,0,0,7.23,0,7.23,2,0,20
13,4,0,1,10.84,0,10.84,3,0,20
14,4,0,2,14.79,0,14.79,4,0,20
15,4,0,3,16.6,0,16.6,5,0,20
16,6,0,1,19.19,0,19.19,6,0,20
17,2,0,1,5.77,0,5.77,7,1.0,20
18,3,0,3,23.3,0,23.3,8,0,20
19,6,0,2,20.57,0,20.57,9,0,20
20,2,0,2,5.52,0,5.52,10,1.0,20
21,2,0,3,9.53,0,9.53,11,1.0,20
22,4,0,4,17.56,0,17.56,12,0,20
23,2,0,4,5.75,0,5.75,13,1.0,20
