idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,2,0,0,12.52,3,312.52,0,0,20
2,1,0,0,7.86,2,207.86,0,0,20
3,6,0,0,16.91,0,16.91,0,0,20
4,6,0,1,8.96,2,208.96,0,1.0,20
5,1,0,1,16.53,2,216.53,0,0,20
6,6,0,2,6.19,2,206.19,0,1.0,20
7,6,0,3,12.2,1,112.2,0,1.0,20
8,4,0,0,22.55,0,22.55,1,0,20
9,3,0,0,6.4,0,6.4,2,0,20
10,4,0,1,23.05,0,23.05,3,0,20
11,4,0,2,15.58,2,215.58,4,0,20
12,4,0,3,8.69,3,308.69,5,0,20
13,5,0,0,13.71,0,13.71,6,0,20
14,5,0,1,13.78,1,113.78,7,0,20
15,3,0,1,9.93,0,9.93,8,1.0,20
16,2,0,1,14.51,3,314.51,9,0,20
17,4,0,4,11.67,3,311.67,10,0,20
18,3,0,2,9.22,0,9.22,11,1.0,20
19,3,0,3,15.56,0,15.56,12,1.0,20
20,5,0,2,5.85,3,305.85,13,0,20
