idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,2,0,2,9.45,1,0,0,20
2,4,0,4,23.4,2,0,0,20
3,4,0,1,15.8,3,0,0,20
4,2,0,1,6.94,4,0,0,20
5,3,0,0,5.42,5,0,0,20
6,1,0,3,9.65,6,0,0,20
7,5,0,2,18.1,7,0,0,20
8,4,0,0,15.05,8,0,0,20
9,5,0,1,17.22,9,0,0,20
10,1,0,0,5.53,10,0,0,20
11,3,0,1,11.5,11,0,0,20
12,6,0,0,22.5,12,0,0,20
13,1,0,2,9.5,13,0,0,20
14,3,0,2,12.15,14,0,0,20
15,5,0,0,17.16,15,0,0,20
16,3,0,3,14.51,16,0,0,20
17,6,0,1,23.12,17,0,0,20
18,1,0,1,6.85,18,0,0,20
19,5,0,3,18.55,19,0,0,20
20,4,0,2,16.33,20,0,0,20
21,4,0,3,19.51,21,0,0,20
22,2,0,4,11.5,22,0,0,20
23,2,0,3,10.53,23,0,0,20
24,2,0,0,5.92,24,0,0,20
25,3,0,4,20.13,25,0,0,20
