idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,4,0,1,13.04,1,0,0,20
2,1,0,3,11.62,2,0,0,20
3,4,0,0,12.41,3,0,0,20
4,5,0,2,21.4,4,0,0,20
5,2,0,2,10.48,5,0,0,20
6,1,0,1,7.96,6,0,0,20
7,5,0,1,19.83,7,0,0,20
8,3,0,2,11.5,8,0,0,20
9,2,0,3,11.15,9,0,0,20
10,1,0,0,6.45,10,0,0,20
11,3,0,4,14.95,11,0,0,20
12,3,0,1,11.42,12,0,0,20
13,3,0,3,14.16,13,0,0,20
14,4,0,2,15.25,14,0,0,20
15,1,0,2,10.5,15,0,0,20
16,4,0,4,21.43,16,0,0,20
17,2,0,0,8.36,17,0,0,20
18,2,0,4,11.81,18,0,0,20
19,6,0,2,20.43,19,0,0,20
20,4,0,3,16.92,20,0,0,20
21,6,0,0,20.18,21,0,0,20
22,2,0,1,9.99,22,0,0,20
23,3,0,0,8.58,23,0,0,20
24,6,0,1,20.36,24,0,0,20
25,5,0,0,18.47,25,0,0,20
