idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,3,0,0,11.41,1,0,0,20
2,1,0,2,8.3,2,0,0,20
3,3,0,1,12.46,3,0,0,20
4,3,0,3,17.43,4,0,0,20
5,4,0,4,23.02,5,0,0,20
6,5,0,1,21.41,6,0,0,20
7,4,0,1,17.08,7,0,0,20
8,2,0,4,15.7,8,0,0,20
9,2,0,1,8.62,9,0,0,20
10,1,0,1,6.18,10,0,0,20
11,4,0,0,17.02,11,0,0,20
12,1,0,3,13.0,12,0,0,20
13,2,0,2,12.3,13,0,0,20
14,4,0,2,19.05,14,0,0,20
15,6,0,1,19.07,15,0,0,20
16,6,0,2,19.51,16,0,0,20
17,2,0,0,7.31,17,0,0,20
18,5,0,3,21.75,18,0,0,20
19,4,0,3,19.84,19,0,0,20
20,3,0,2,12.99,20,0,0,20
21,2,0,3,13.08,21,0,0,20
22,1,0,0,5.02,22,0,0,20
23,5,0,0,18.72,23,0,0,20
24,6,0,0,16.35,24,0,0,20
25,5,0,2,21.54,25,0,0,20
