idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,4,0,1,17.88,1,0,0,20
2,5,0,2,20.31,2,0,0,20
3,1,0,0,5.71,3,0,0,20
4,4,0,2,18.58,4,0,0,20
5,1,0,3,9.41,5,0,0,20
6,2,0,0,5.02,6,0,0,20
7,3,0,1,13.16,7,0,0,20
8,3,0,2,14.34,8,0,0,20
9,4,0,0,17.2,9,0,0,20
10,4,0,3,18.78,10,0,0,20
11,6,0,0,21.82,11,0,0,20
12,5,0,0,19.33,12,0,0,20
13,2,0,1,10.1,13,0,0,20
14,2,0,4,14.96,14,0,0,20
15,1,0,2,8.23,15,0,0,20
16,5,0,1,19.6,16,0,0,20
17,1,0,1,6.84,17,0,0,20
18,2,0,3,10.33,18,0,0,20
19,3,0,3,15.7,19,0,0,20
20,4,0,4,23.69,20,0,0,20
21,2,0,2,10.3,21,0,0,20
22,6,0,1,23.4,22,0,0,20
23,3,0,0,12.93,23,0,0,20
24,5,0,3,20.63,24,0,0,20
25,3,0,4,17.72,25,0,0,20
