idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,6,0,0,22.3,1,0,0,20
2,4,0,4,23.75,2,0,0,20
3,2,0,0,7.39,3,0,0,20
4,5,0,0,14.93,4,0,0,20
5,5,0,2,18.1,5,0,0,20
6,2,0,1,9.08,6,0,0,20
7,1,0,2,12.08,7,0,0,20
8,2,0,4,13.71,8,0,0,20
9,5,0,1,17.29,9,0,0,20
10,6,0,1,23.3,10,0,0,20
11,1,0,3,14.16,11,0,0,20
12,4,0,3,20.53,12,0,0,20
13,1,0,1,7.82,13,0,0,20
14,3,0,0,5.28,14,0,0,20
15,4,0,2,19.08,15,0,0,20
16,2,0,2,9.74,16,0,0,20
17,4,0,0,15.83,17,0,0,20
18,3,0,4,21.44,18,0,0,20
19,3,0,2,10.56,19,0,0,20
20,2,0,3,13.02,20,0,0,20
21,3,0,1,10.13,21,0,0,20
22,4,0,1,16.08,22,0,0,20
23,1,0,0,6.78,23,0,0,20
24,5,0,3,20.52,24,0,0,20
25,3,0,3,10.69,25,0,0,20
