idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,2,0,4,14.65,1,0,0,20
2,5,0,3,21.6,2,0,0,20
3,3,0,0,12.21,3,0,0,20
4,6,0,1,23.62,4,0,0,20
5,4,0,0,8.77,5,0,0,20
6,2,0,0,8.94,6,0,0,20
7,4,0,1,16.19,7,0,0,20
8,5,0,2,19.89,8,0,0,20
9,3,0,2,15.84,9,0,0,20
10,4,0,2,16.49,10,0,0,20
11,2,0,2,10.1,11,0,0,20
12,5,0,1,19.46,12,0,0,20
13,6,0,0,22.33,13,0,0,20
14,1,0,1,7.77,14,0,0,20
15,1,0,2,8.39,15,0,0,20
16,2,0,3,14.6,16,0,0,20
17,2,0,1,9.72,17,0,0,20
18,3,0,1,12.76,18,0,0,20
19,3,0,3,16.16,19,0,0,20
20,1,0,0,7.33,20,0,0,20
21,4,0,3,21.25,21,0,0,20
22,3,0,4,17.47,22,0,0,20
23,5,0,0,18.25,23,0,0,20
24,4,0,4,23.85,24,0,0,20
25,1,0,3,14.43,25,0,0,20
