idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,2,0,0,12.09,0,0,0,20
2,2,0,1,22.26,0,0,0,20
3,4,0,0,16.47,0,0,1.0,20
4,4,0,1,6.06,0,0,1.0,20
5,5,0,0,23.5,0,0,1.0,20
6,6,0,0,14.64,1,0,0,20
7,4,0,2,22.23,2,0,1.0,20
8,3,0,0,11.26,3,0,0,20
9,1,0,0,7.41,4,0,0,20
10,6,0,1,14.76,5,0,0,20
11,3,0,1,12.86,6,0,0,20
12,1,0,1,8.63,7,0,0,20
13,3,0,2,15.03,8,0,0,20
14,3,0,3,15.24,9,0,0,20
15,3,0,4,16.7,10,0,0,20
16,1,0,2,16.22,11,0,0,20
17,2,0,2,22.37,12,0,0,20
18,5,0,1,6.61,13,0,1.0,20
19,4,0,3,6.04,14,0,1.0,20
20,6,0,2,16.02,15,0,0,20
