idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,4,0,0,8.36,0,0,0,20
2,6,0,0,10.67,0,0,0,20
3,3,0,0,6.91,0,0,0,20
4,3,0,1,17.2,0,0,0,20
5,1,0,0,6.87,0,0,0,20
6,5,0,0,14.66,1,0,0,20
7,3,0,2,17.66,2,0,0,20
8,2,0,0,6.63,3,0,0,20
9,4,0,1,10.88,4,0,0,20
10,2,0,1,8.4,5,0,0,20
11,6,0,1,18.61,6,0,0,20
12,4,0,2,11.67,7,0,0,20
13,5,0,1,16.38,8,0,0,20
14,2,0,2,9.72,9,0,0,20
15,4,0,3,12.04,10,0,0,20
16,6,0,2,20.24,11,0,0,20
17,5,0,2,16.97,12,0,0,20
18,3,0,3,18.31,13,0,0,20
19,2,0,3,9.84,14,0,0,20
20,1,0,1,6.93,15,0,0,20
