idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,6,0,0,13.51,0,13.51,0,0,20
2,3,0,0,12.5,0,12.5,0,0,20
3,4,0,0,15.32,0,15.32,0,0,20
4,1,0,0,16.18,0,16.18,0,0,20
5,3,0,1,23.12,0,23.12,0,0,20
6,6,0,1,18.12,3,318.12,1,0,20
7,2,0,0,15.96,2,215.96,2,0,20
8,3,0,2,11.99,2,211.99,3,0,20
9,1,0,1,9.35,1,109.35,4,0,20
10,3,0,3,17.69,2,217.69,5,0,20
11,5,0,0,18.71,0,18.71,6,0,20
12,1,0,2,22.49,1,122.49,7,0,20
13,4,0,1,9.83,3,309.83,8,0,20
14,2,0,1,16.42,3,316.42,9,0,20
15,5,0,1,13.97,2,213.97,10,0,20
