idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,4,0,0,23.15,1,123.15,1,1.0,20
2,4,0,1,11.52,2,211.52,2,1.0,20
3,5,0,0,22.28,2,222.28,3,1.0,20
4,1,0,0,8.8,1,108.8,4,1.0,20
5,4,0,2,15.59,1,115.59,5,1.0,20
6,5,0,1,18.2,2,218.2,6,1.0,20
7,1,0,1,23.87,0,23.87,7,1.0,20
8,6,0,0,5.41,2,205.41,8,1.0,20
9,4,0,3,21.22,1,121.22,9,0.9999999999999958,20
10,5,0,2,13.56,2,213.56,10,1.0,20
11,2,0,0,9.85,0,9.85,11,1.0,20
12,3,0,0,22.25,0,22.25,12,1.0,20
13,5,0,3,19.66,2,219.66,13,1.0,20
14,3,0,1,7.03,0,7.03,14,1.0,20
15,1,0,2,20.87,0,20.87,15,1.0,20
16,2,0,1,10.42,0,10.42,16,1.0,20
17,6,0,1,10.34,2,210.34,17,1.0,20
18,3,0,2,21.74,1,121.74,18,1.0,20
19,2,0,2,19.68,0,19.68,19,1.0,20
20,2,0,3,12.07,0,12.07,20,1.0,20
21,1,0,3,23.19,0,23.19,21,1.0,20
22,2,0,4,20.47,0,20.47,22,1.0,20
23,3,0,3,21.52,1,121.52,23,1.0,20
24,6,0,2,18.65,2,218.65,24,0.9999999999999996,20
25,3,0,4,17.95,1,117.95,25,1.0000000000000029,20
