idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,1,0,0,16.04,1,0,0,20
2,5,0,0,11.8,2,0,0,20
3,5,0,1,14.99,3,0,0,20
4,3,0,0,18.82,4,0,0,20
5,3,0,1,20.04,5,0,0,20
6,5,0,2,15.12,6,0,0,20
7,5,0,3,15.86,7,0,0,20
8,1,0,1,17.82,8,0,0,20
9,5,0,4,17.49,9,0,0,20
10,6,0,0,5.85,10,0,0,20
11,4,0,0,7.7,11,0,0,20
12,2,0,0,17.4,12,0,0,20
13,3,0,2,23.3,13,0,0,20
14,4,0,1,9.93,14,0,0,20
15,1,0,2,21.53,15,0,0,20
16,4,0,2,19.6,16,0,0,20
17,6,0,1,6.89,17,0,0,20
18,6,0,2,10.33,18,0,0,20
19,6,0,3,16.29,19,0,0,20
20,4,0,3,21.54,20,0,0,20
