idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,6,0,0,19.74,1,0,1.0,20
2,2,0,0,7.08,2,0,0,20
3,2,0,1,12.97,3,0,0,20
4,6,0,1,12.78,4,0,1.0,20
5,5,0,0,9.4,5,0,0,20
6,1,0,0,6.54,6,0,0,20
7,3,0,0,6.38,7,0,0,20
8,4,0,0,5.05,8,0,0,20
9,2,0,2,22.39,9,0,0,20
10,4,0,1,13.55,10,0,0,20
11,5,0,1,16.73,11,0,0,20
12,1,0,1,13.49,12,0,0,20
13,5,0,2,23.33,13,0,0,20
14,3,0,1,6.73,14,0,0,20
15,4,0,2,14.05,15,0,0,20
16,3,0,2,7.06,16,0,0,20
17,1,0,2,21.25,17,0,0,20
18,3,0,3,8.4,18,0,0,20
19,4,0,3,20.62,19,0,0,20
20,3,0,4,18.73,20,0,0,20
