idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,4,0,3,18.54,1,0,1.0,20
2,1,0,3,9.95,2,0,1.0,20
3,3,0,2,16.17,3,0,1.0,20
4,6,0,1,15.6,4,0,1.0,20
5,2,0,0,8.0,5,0,0,20
6,4,0,4,22.97,6,0,1.0,20
7,5,0,2,21.61,7,0,0,20
8,3,0,0,15.54,8,0,1.0,20
9,5,0,1,19.71,9,0,0,20
10,3,0,4,17.52,10,0,1.0,20
11,2,0,1,12.1,11,0,1.0,20
12,5,0,0,19.59,12,0,0,20
13,2,0,3,12.49,13,0,1.0,20
14,4,0,2,14.71,14,0,1.0,20
15,3,0,1,15.93,15,0,1.0,20
16,1,0,2,10.0,16,0,1.0,20
17,6,0,0,19.57,17,0,1.0,20
18,1,0,1,6.9,18,0,1.0,20
19,6,0,2,21.75,19,0,1.0,20
20,3,0,3,18.7,20,0,1.0,20
21,2,0,2,11.99,21,0,1.0,20
22,4,0,0,15.95,22,0,1.0,20
23,5,0,3,22.7,23,0,0,20
24,1,0,0,6.04,24,0,0,20
25,4,0,1,15.34,25,0,1.0,20
