idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,3,0,3,10.47,1,0,1.0,20
2,2,0,2,9.27,2,0,1.0,20
3,2,0,1,8.84,3,0,1.0,20
4,2,0,0,5.31,4,0,0,20
5,5,0,2,22.39,5,0,1.0,20
6,5,0,1,21.28,6,0,0,20
7,4,0,2,15.26,7,0,1.0,20
8,2,0,3,9.55,8,0,1.0,20
9,4,0,1,13.33,9,0,1.0,20
10,3,0,0,11.42,10,0,1.0,20
11,5,0,3,22.21,11,0,1.0,20
12,1,0,1,6.68,12,0,1.0,20
13,1,0,0,7.02,13,0,1.0,20
14,3,0,1,12.23,14,0,1.0,20
15,3,0,2,11.4,15,0,1.0,20
16,4,0,3,21.83,16,0,1.0,20
17,3,0,4,17.15,17,0,1.0,20
18,4,0,4,23.78,18,0,1.0,20
19,1,0,3,9.06,19,0,1.0,20
20,6,0,0,20.27,20,0,0,20
21,1,0,2,7.58,21,0,1.0,20
22,6,0,1,22.07,22,0,0,20
23,2,0,4,9.99,23,0,1.0,20
24,4,0,0,15.86,24,0,1.0,20
25,5,0,0,19.56,25,0,0,20
