idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,2,0,4,12.28,1,0,0.9999999999999908,20
2,3,0,3,15.49,2,0,1.0,20
3,4,0,3,16.85,3,0,0.9999999999999993,20
4,3,0,4,21.3,4,0,0.9999999999999994,20
5,2,0,0,11.1,5,0,1.0,20
6,5,0,2,23.77,6,0,1.0,20
7,4,0,1,13.59,7,0,1.0,20
8,3,0,1,13.88,8,0,1.0,20
9,2,0,2,10.87,9,0,1.0,20
10,6,0,1,23.5,10,0,0,20
11,6,0,0,17.13,11,0,0,20
12,5,0,3,15.99,12,0,1.0,20
13,3,0,2,12.82,13,0,1.0,20
14,4,0,0,12.94,14,0,1.0,20
15,1,0,2,9.61,15,0,1.0,20
16,4,0,4,23.86,16,0,1.0,20
17,3,0,0,14.06,17,0,1.0,20
18,5,0,0,18.33,18,0,1.0,20
19,2,0,1,10.33,19,0,1.0000000000000002,20
20,2,0,3,10.3,20,0,1.0,20
21,4,0,2,12.37,21,0,1.0,20
22,1,0,1,8.2,22,0,1.0,20
23,5,0,1,22.65,23,0,1.0,20
24,1,0,3,5.39,24,0,1.0,20
25,1,0,0,5.87,25,0,1.0,20
