idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,3,0,0,10.8,1,0,1.0,20
2,3,0,1,10.54,2,0,1.0,20
3,5,0,3,22.89,3,0,0,20
4,6,0,1,21.76,4,0,0,20
5,4,0,3,13.42,5,0,1.0,20
6,1,0,2,7.58,6,0,0,20
7,5,0,2,22.54,7,0,0,20
8,4,0,0,10.67,8,0,1.0,20
9,5,0,0,16.85,9,0,0,20
10,5,0,1,18.54,10,0,0,20
11,3,0,3,14.13,11,0,1.0,20
12,2,0,0,6.37,12,0,1.0,20
13,6,0,2,22.63,13,0,0,20
14,2,0,2,9.33,14,0,1.0,20
15,4,0,2,14.27,15,0,1.0,20
16,2,0,1,7.91,16,0,1.0,20
17,2,0,3,9.81,17,0,1.0,20
18,3,0,2,14.26,18,0,1.0,20
19,3,0,4,14.0,19,0,1.0,20
20,1,0,1,7.42,20,0,0,20
21,4,0,4,23.11,21,0,1.0,20
22,1,0,0,6.18,22,0,0,20
23,6,0,0,20.03,23,0,0,20
24,4,0,1,12.72,24,0,1.0,20
25,2,0,4,9.47,25,0,1.0,20
