idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,3,0,4,15.42,1,0,1.0,20
2,2,0,3,15.09,2,0,1.0,20
3,3,0,0,6.27,3,0,0,20
4,5,0,2,21.43,4,0,1.0,20
5,1,0,0,6.13,5,0,0,20
6,5,0,3,22.51,6,0,1.0,20
7,4,0,4,23.69,7,0,1.0,20
8,4,0,0,17.95,8,0,1.0,20
9,1,0,3,11.96,9,0,1.0,20
10,2,0,2,7.63,10,0,1.0,20
11,3,0,1,12.84,11,0,0,20
12,3,0,2,17.61,12,0,1.0,20
13,1,0,1,8.55,13,0,0,20
14,4,0,2,18.77,14,0,1.0,20
15,4,0,1,19.06,15,0,1.0,20
16,5,0,1,16.92,16,0,1.0,20
17,2,0,1,9.78,17,0,1.0,20
18,2,0,0,5.29,18,0,0,20
19,2,0,4,16.47,19,0,1.0,20
20,6,0,0,20.69,20,0,0,20
21,4,0,3,21.64,21,0,1.0,20
22,3,0,3,14.77,22,0,1.0,20
23,1,0,2,12.45,23,0,1.0,20
24,5,0,0,20.82,24,0,1.0,20
25,6,0,1,22.38,25,0,0,20
