idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,4,0,2,18.8,1,0,1.0,20
2,5,0,3,21.71,2,0,1.0,20
3,3,0,1,11.29,3,0,1.0,20
4,5,0,2,22.81,4,0,1.0,20
5,1,0,1,7.21,5,0,1.0,20
6,6,0,1,19.64,6,0,1.0,20
7,1,0,0,5.42,7,0,1.0,20
8,2,0,2,8.08,8,0,1.0,20
9,1,0,4,13.04,9,0,1.0,20
10,6,0,0,19.39,10,0,1.0,20
11,3,0,2,17.85,11,0,1.0,20
12,4,0,4,22.26,12,0,1.0,20
13,4,0,0,18.97,13,0,1.0,20
14,1,0,2,5.54,14,0,1.0,20
15,3,0,0,11.12,15,0,1.0,20
16,2,0,1,8.83,16,0,1.0,20
17,1,0,3,7.12,17,0,1.0,20
18,2,0,0,6.74,18,0,0,20
19,3,0,3,15.06,19,0,1.0,20
20,2,0,3,14.72,20,0,1.0,20
21,4,0,3,21.83,21,0,1.0,20
22,5,0,0,23.62,22,0,1.0,20
23,6,0,2,18.56,23,0,1.0,20
24,4,0,1,11.73,24,0,1.0,20
25,5,0,1,16.9,25,0,1.0,20
