idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,2,0,0,7.54,0,7.54,1,0,20
2,3,0,0,5.7,0,5.7,2,0,20
3,6,0,0,16.3,0,16.3,3,0,20
4,5,0,0,21.16,0,21.16,4,0,20
5,3,0,1,16.29,0,16.29,5,0,20
6,3,0,2,20.44,0,20.44,6,0,20
7,5,0,1,21.53,0,21.53,7,0,20
8,6,0,1,18.53,0,18.53,8,0,20
9,2,0,1,9.11,0,9.11,9,0,20
10,5,0,2,22.6,0,22.6,10,0,20
11,1,0,0,5.61,0,5.61,11,0,20
12,5,0,3,23.42,0,23.42,12,0,20
13,4,0,0,13.54,0,13.54,13,0,20
14,4,0,1,15.11,0,15.11,14,0,20
15,1,0,1,18.39,0,18.39,15,1.0,20
16,4,0,2,16.75,0,16.75,16,0,20
17,2,0,2,13.01,0,13.01,17,0,20
18,4,0,3,21.12,0,21.12,18,0,20
19,4,0,4,21.84,0,21.84,19,0,20
20,3,0,3,20.69,0,20.69,20,0,20
21,2,0,3,14.2,0,14.2,21,0,20
22,6,0,2,18.61,0,18.61,22,0,20
23,1,0,2,8.86,0,8.86,23,1.0,20
