idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,6,0,0,18.95,0,18.95,1,0,20
2,4,0,0,22.42,0,22.42,2,1.0,20
3,3,0,0,12.95,0,12.95,3,0,20
4,4,0,1,18.74,0,18.74,4,1.0,20
5,5,0,0,15.01,0,15.01,5,0,20
6,5,0,1,16.34,0,16.34,6,0,20
7,6,0,1,22.17,0,22.17,7,0,20
8,4,0,2,15.1,0,15.1,8,1.0,20
9,6,0,2,23.22,0,23.22,9,0,20
10,5,0,2,21.32,0,21.32,10,0,20
11,3,0,1,13.98,0,13.98,11,0,20
12,3,0,2,14.8,0,14.8,12,0,20
13,1,0,0,6.18,0,6.18,13,0,20
14,1,0,1,13.56,0,13.56,14,1.0,20
15,2,0,0,6.08,0,6.08,15,0,20
16,2,0,1,9.05,0,9.05,16,0,20
17,3,0,3,16.31,0,16.31,17,0,20
18,5,0,3,22.87,0,22.87,18,0,20
19,2,0,2,9.47,0,9.47,19,0,20
20,2,0,3,17.73,0,17.73,20,0,20
21,1,0,2,8.32,0,8.32,21,1.0,20
22,4,0,3,5.32,0,5.32,22,1.0,20
23,1,0,3,7.32,0,7.32,23,1.0,20
