idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,2,0,0,13.2,0,13.2,0,1.0,20
2,3,0,0,21.55,0,21.55,0,1.0,20
3,2,0,1,5.5,0,5.5,0,1.0,20
4,4,0,0,12.45,0,12.45,0,0,20
5,3,0,1,11.69,0,11.69,0,1.0,20
6,2,0,2,23.32,0,23.32,1,1.0,20
7,3,0,2,21.19,0,21.19,2,1.0,20
8,6,0,0,7.54,0,7.54,3,0,20
9,6,0,1,11.15,0,11.15,4,0,20
10,6,0,2,14.77,0,14.77,5,0,20
11,6,0,3,18.76,0,18.76,6,0,20
12,5,0,0,6.17,0,6.17,7,0,20
13,5,0,1,7.1,0,7.1,8,0,20
14,5,0,2,17.3,0,17.3,9,0,20
15,5,0,3,18.21,0,18.21,10,0,20
16,4,0,1,15.96,0,15.96,11,0,20
17,1,0,0,8.38,0,8.38,12,0,20
18,6,0,4,21.77,0,21.77,13,0,20
19,4,0,2,17.53,0,17.53,14,0,20
20,1,0,1,11.76,0,11.76,15,0,20
21,3,0,3,10.47,0,10.47,16,1.0,20
22,1,0,2,14.19,0,14.19,17,0,20
23,5,0,4,22.46,0,22.46,18,0,20
