idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,5,0,0,11.68,0,11.68,0,0,20
2,1,0,0,14.87,2,214.87,0,0,20
3,2,0,0,11.23,2,211.23,0,0,20
4,2,0,1,12.88,2,212.88,1,0,20
5,5,0,1,23.74,0,23.74,2,0,20
6,4,0,0,11.61,0,11.61,3,0,20
7,4,0,1,14.81,1,114.81,4,0,20
8,2,0,2,8.37,3,308.37,5,0,20
9,4,0,2,10.25,2,210.25,6,1.0,20
10,4,0,3,7.59,2,207.59,7,1.0,20
11,1,0,1,22.34,2,222.34,8,0,20
12,4,0,4,19.27,2,219.27,9,1.0,20
13,3,0,0,6.57,0,6.57,10,0,20
14,5,0,2,9.48,1,109.48,11,0,20
15,6,0,0,17.27,0,17.27,12,0,20
16,5,0,3,21.72,1,121.72,13,0,20
17,5,0,4,10.33,3,310.33,14,0,20
18,3,0,1,7.01,0,7.01,15,0,20
19,6,0,1,14.7,1,114.7,16,0,20
20,2,0,3,9.4,3,309.4,17,0,20
21,3,0,2,10.42,0,10.42,18,0,20
22,3,0,3,15.9,0,15.9,19,0,20
23,6,0,2,21.31,2,221.31,20,0,20
