idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,3,0,0,16.74,1,116.74,0,0,20
2,4,0,0,23.57,3,323.57,0,1.0,20
3,6,0,0,14.21,1,114.21000000000001,0,0,20
4,4,0,1,8.14,3,308.14,1,1.0,20
5,2,0,0,20.57,0,20.57,2,1.0,20
6,2,0,1,13.17,0,13.17,3,1.0,20
7,5,0,0,9.69,0,9.69,4,0,20
8,3,0,1,17.65,1,117.65,5,0,20
9,3,0,2,15.55,2,215.55,6,1.0,20
10,5,0,1,17.27,0,17.27,7,0,20
11,3,0,3,7.8,2,207.8,8,1.0,20
12,6,0,1,5.67,2,205.67,9,0,20
13,5,0,2,11.01,1,111.01,10,0,20
14,4,0,2,16.63,3,316.63,11,1.0,20
15,5,0,3,14.26,2,214.26,12,0,20
16,2,0,2,8.48,1,108.48,13,1.0,20
17,1,0,0,9.29,0,9.29,14,0,20
18,2,0,3,20.6,0,20.6,15,1.0,20
19,1,0,1,14.05,0,14.05,16,0,20
20,5,0,4,23.62,3,323.62,17,0,20
21,6,0,2,10.79,2,210.79,18,0,20
22,2,0,4,11.13,0,11.13,19,1.0,20
23,1,0,2,17.72,0,17.72,20,0,20
