idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,0,5.95,0,5.95,0,0,20
2,5,0,0,6.72,0,6.72,0,0,20
3,3,0,0,11.58,0,11.58,0,0,20
4,6,0,0,6.63,2,206.63,1,0,20
5,4,0,0,12.67,1,112.67,2,0,20
6,1,0,1,12.19,0,12.19,3,0,20
7,5,0,1,8.37,3,308.37,4,0,20
8,6,0,1,5.93,3,305.93,5,0,20
9,3,0,1,8.76,1,108.76,6,0,20
10,4,0,1,12.94,1,112.94,7,0,20
11,3,0,2,10.59,1,110.59,8,0,20
12,2,0,0,10.49,0,10.49,9,0,20
13,6,0,2,23.42,3,323.42,10,0,20
14,3,0,3,20.51,1,120.51,11,0,20
15,3,0,4,19.92,2,219.92000000000002,12,0,20
16,2,0,1,10.69,0,10.69,13,0,20
17,4,0,2,17.61,1,117.61,14,0,20
18,2,0,2,10.24,1,110.24,15,0,20
19,1,0,2,20.75,0,20.75,16,0,20
20,2,0,3,20.13,3,320.13,17,0,20
21,5,0,2,10.6,3,310.6,18,0,20
22,4,0,3,15.65,2,215.65,19,0,20
23,4,0,4,7.69,3,307.69,20,0,20
