idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,5,0,0,7.39,3,307.39,1,0,20
2,4,0,0,22.26,1,122.26,2,0,20
3,2,0,0,8.67,0,8.67,3,0,20
4,4,0,1,7.23,2,207.23,4,0,20
5,2,0,1,8.91,0,8.91,5,0,20
6,2,0,2,12.75,1,112.75,6,0,20
7,3,0,0,10.92,0,10.92,7,0,20
8,2,0,3,22.13,2,222.13,8,0,20
9,3,0,1,10.92,1,110.92,9,0,20
10,3,0,2,10.93,1,110.93,10,0,20
11,3,0,3,16.15,2,216.15,11,0,20
12,4,0,2,12.56,2,212.56,12,0,20
13,1,0,0,13.3,0,13.3,13,1.0,20
14,1,0,1,12.74,0,12.74,14,1.0,20
15,6,0,0,7.17,0,7.17,15,0,20
