idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,4,0,0,14.89,2,214.89,1,0,20
2,2,0,0,6.2,0,6.2,2,0,20
3,4,0,1,23.07,2,223.07,3,0,20
4,2,0,1,15.9,0,15.9,4,0,20
5,2,0,2,20.98,2,220.98,5,0,20
6,3,0,0,10.6,1,110.6,6,0,20
7,5,0,0,16.57,3,316.57,7,0,20
8,1,0,0,6.27,0,6.27,8,0,20
9,2,0,3,22.27,2,222.27,9,0,20
10,4,0,2,6.92,3,306.92,10,0,20
11,6,0,0,20.25,2,220.25,11,0,20
12,3,0,1,21.38,1,121.38,12,0,20
13,3,0,2,14.84,2,214.84,13,0,20
14,1,0,1,12.62,0,12.62,14,0,20
15,3,0,3,11.06,3,311.06,15,0,20
