idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,4,0,0,20.12,2,220.12,1,0,20
2,4,0,1,5.21,3,305.21,2,0,20
3,5,0,0,16.81,2,216.81,3,0,20
4,3,0,0,16.36,0,16.36,4,0,20
5,3,0,1,9.45,2,209.45,5,0,20
6,2,0,0,14.08,1,114.08,6,0,20
7,6,0,0,15.52,3,315.52,7,0,20
8,3,0,2,13.84,2,213.84,8,0,20
9,4,0,2,13.48,3,313.48,9,0,20
10,1,0,0,9.8,0,9.8,10,0,20
11,2,0,1,17.65,1,117.65,11,0,20
12,1,0,1,19.03,0,19.03,12,0,20
13,2,0,2,9.25,2,209.25,13,0,20
14,1,0,2,15.01,1,115.01,14,0,20
15,2,0,3,12.83,2,212.83,15,0,20
