idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,9,0,0,7.72,0,7.72,0,0,0,20
2,4,0,0,17.44,0,17.44,0,0,0,20
3,5,0,0,18.23,0,18.23,0,0,0,20
4,4,0,1,17.59,0,17.59,0,0,0,20
5,2,0,0,20.84,0,20.84,0,0,0,20
6,2,0,1,22.09,0,22.09,1,0,0,20
7,1,0,0,16.1,0,16.1,2,0,1.0,20
8,1,0,1,7.87,0,7.87,3,0,1.0,20
9,1,0,2,17.18,0,17.18,4,0,1.0,20
10,5,0,1,23.35,0,23.35,5,0,1.0,20
11,2,0,2,22.59,0,22.59,6,0,0,20
12,3,0,0,9.65,0,9.65,7,0,0,20
13,4,0,2,19.76,0,19.76,8,0,1.0,20
14,4,0,3,17.91,0,17.91,9,0,1.0,20
15,1,0,3,14.0,0,14.0,10,0,1.0,20
16,1,0,4,5.02,0,5.02,11,0,1.0,20
17,3,0,1,11.89,0,11.89,12,0,1.0,20
18,3,0,2,19.45,0,19.45,13,0,1.0,20
19,2,0,3,23.1,0,23.1,14,0,0,20
20,3,0,3,10.57,0,10.57,15,0,1.0,20
