idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,3,0,0,15.84,0,15.84,1,0,0,20
2,2,0,0,8.46,0,8.46,2,0,0,20
3,3,0,1,17.96,0,17.96,3,0,0,20
4,2,0,1,15.18,0,15.18,4,0,0,20
5,3,0,2,22.64,0,22.64,5,0,0,20
6,2,0,2,17.23,0,17.23,6,0,0,20
7,2,0,3,21.52,0,21.52,7,0,0,20
8,1,0,0,6.26,0,6.26,8,0,0,20
9,3,0,3,22.85,0,22.85,9,0,0,20
10,4,0,0,5.62,0,5.62,10,0,0,20
11,5,0,0,18.71,0,18.71,11,0,0,20
12,4,0,1,17.64,0,17.64,12,0,0,20
13,1,0,1,8.67,0,8.67,13,0,0,20
14,4,0,2,18.01,0,18.01,14,0,0,20
15,1,0,2,16.49,0,16.49,15,0,0,20
16,6,0,0,13.97,0,13.97,16,0,0,20
17,4,0,3,21.84,0,21.84,17,0,0,20
18,1,0,3,17.21,0,17.21,18,0,0,20
19,5,0,1,23.94,0,23.94,19,0,0,20
20,6,0,1,14.61,0,14.61,20,0,0,20
