idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,1,0,0,8.24,0,8.24,1,0,0,20
2,3,0,0,14.15,0,14.15,2,0,0,20
3,2,0,0,8.31,0,8.31,3,0,0,20
4,5,0,0,22.44,0,22.44,4,0,0,20
5,3,0,1,20.49,0,20.49,5,0,1.0,20
6,4,0,0,16.64,0,16.64,6,0,0,20
7,3,0,2,21.01,0,21.01,7,0,1.0,20
8,3,0,3,20.31,0,20.31,8,0,1.0,20
9,4,0,1,18.02,0,18.02,9,0,0,20
10,1,0,1,8.94,0,8.94,10,0,0,20
11,5,0,1,23.05,0,23.05,11,0,0,20
12,2,0,1,12.57,0,12.57,12,0,0,20
13,4,0,2,19.25,0,19.25,13,0,0,20
14,3,0,4,18.33,0,18.33,14,0,1.0,20
15,1,0,2,11.15,0,11.15,15,0,0,20
16,3,0,5,16.44,0,16.44,16,0,1.0,20
17,1,0,3,15.85,0,15.85,17,0,0,20
18,2,0,2,15.77,0,15.77,18,0,0,20
19,4,0,3,20.28,0,20.28,19,0,0,20
20,2,0,3,16.97,0,16.97,20,0,0,20
