idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,2,0,0,10.07,0,10.07,1,0,0,20
2,2,0,1,11.59,0,11.59,2,0,0,20
3,3,0,0,10.9,0,10.9,3,0,0,20
4,2,0,2,17.94,0,17.94,4,0,0,20
5,1,0,0,5.04,0,5.04,5,0,0,20
6,2,0,3,21.34,0,21.34,6,0,0,20
7,6,0,0,20.99,0,20.99,7,0,0,20
8,1,0,1,6.68,0,6.68,8,0,0,20
9,5,0,0,18.91,0,18.91,9,0,0,20
10,1,0,2,7.56,0,7.56,10,0,0,20
11,3,0,1,16.72,0,16.72,11,0,0,20
12,3,0,2,18.89,0,18.89,12,0,0,20
13,1,0,3,10.49,0,10.49,13,0,0,20
14,2,0,4,22.35,0,22.35,14,0,0,20
15,4,0,0,5.93,0,5.93,15,0,0,20
16,3,0,3,19.01,0,19.01,16,0,0,20
17,4,0,1,15.25,0,15.25,17,0,0,20
18,3,0,4,22.43,0,22.43,18,0,0,20
19,5,0,1,23.32,0,23.32,19,0,0,20
20,4,0,2,17.3,0,17.3,20,0,0,20
