idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,6,0,0,23.7,0,23.7,1,0,0,20
2,2,0,0,12.9,0,12.9,2,0,0,20
3,3,0,0,10.65,0,10.65,3,0,0,20
4,2,0,1,16.21,0,16.21,4,0,0,20
5,4,0,0,9.8,0,9.8,5,0,0,20
6,5,0,0,6.6,0,6.6,6,0,0,20
7,2,0,2,20.63,0,20.63,7,0,0,20
8,5,0,1,17.49,0,17.49,8,0,0,20
9,5,0,2,21.76,0,21.76,9,0,0,20
10,4,0,1,11.83,0,11.83,10,0,0,20
11,2,0,3,20.83,0,20.83,11,0,0,20
12,3,0,1,18.23,0,18.23,12,0,0,20
13,4,0,2,17.26,0,17.26,13,0,0,20
14,1,0,0,5.43,0,5.43,14,0,0,20
15,3,0,2,18.89,0,18.89,15,0,0,20
16,1,0,1,9.26,0,9.26,16,0,0,20
17,3,0,3,19.81,0,19.81,17,0,0,20
18,4,0,3,17.66,0,17.66,18,0,0,20
19,3,0,4,20.79,0,20.79,19,0,0,20
20,1,0,2,14.59,0,14.59,20,0,0,20
