idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,3,0,0,11.44,0,11.44,1,0,0,20
2,3,0,1,21.42,0,21.42,2,0,0,20
3,4,0,0,10.02,0,10.02,3,0,0,20
4,3,0,2,23.79,0,23.79,4,0,1.0,20
5,2,0,0,8.75,0,8.75,5,0,0,20
6,5,0,0,20.41,0,20.41,6,0,0,20
7,3,0,3,23.0,0,23.0,7,0,1.0,20
8,2,0,1,9.9,0,9.9,8,0,0,20
9,3,0,4,23.22,0,23.22,9,0,1.0,20
10,2,0,2,15.08,0,15.08,10,0,0,20
11,1,0,0,6.33,0,6.33,11,0,0,20
12,3,0,5,23.74,0,23.74,12,0,1.0,20
13,4,0,1,14.75,0,14.75,13,0,0,20
14,2,0,3,15.62,0,15.62,14,0,0,20
15,4,0,2,18.54,0,18.54,15,0,1.0,20
16,5,0,1,23.96,0,23.96,16,0,0,20
17,4,0,3,15.09,0,15.09,17,0,1.0,20
18,1,0,1,6.46,0,6.46,18,0,0,20
19,1,0,2,12.74,0,12.74,19,0,0,20
20,1,0,3,13.54,0,13.54,20,0,0,20
