idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,3,0,0,20.43,0,20.43,1,0,0,20
2,4,0,0,14.24,0,14.24,2,0,0,20
3,3,0,1,20.96,0,20.96,3,0,0,20
4,4,0,1,20.24,0,20.24,4,0,0,20
5,6,0,0,23.4,0,23.4,5,0,0,20
6,5,0,0,9.09,0,9.09,6,0,0,20
7,1,0,0,5.5,0,5.5,7,0,0,20
8,1,0,1,17.86,0,17.86,8,0,0,20
9,1,0,2,19.62,0,19.62,9,0,0,20
10,3,0,2,21.08,0,21.08,10,0,0,20
11,2,0,0,5.21,0,5.21,11,0,0,20
12,1,0,3,20.72,0,20.72,12,0,0,20
13,3,0,3,22.82,0,22.82,13,0,0,20
14,4,0,2,20.87,0,20.87,14,0,0,20
15,3,0,4,23.31,0,23.31,15,0,0,20
16,2,0,1,13.98,0,13.98,16,0,0,20
17,2,0,2,21.12,0,21.12,17,0,0,20
18,4,0,3,21.08,0,21.08,18,0,0,20
19,2,0,3,22.82,0,22.82,19,0,0,20
20,5,0,1,14.23,0,14.23,20,0,0,20
