idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,4,0,0,16.87,1,0,0.9999999999999984,20
2,4,0,1,13.29,2,0,1.0,20
3,2,0,0,6.28,3,0,0.9999999999999996,20
4,5,0,0,22.24,4,0,1.0,20
5,5,0,1,23.5,5,0,0.9999999999999994,20
6,2,0,1,5.03,6,0,1.0,20
7,4,0,2,15.05,7,0,0.9999999999999996,20
8,4,0,3,10.17,8,0,1.0,20
9,4,0,4,23.83,9,0,1.0,20
10,3,0,0,9.85,10,0,0,20
11,6,0,0,19.73,11,0,0,20
12,6,0,1,19.98,12,0,0,20
13,3,0,1,11.24,13,0,0,20
14,3,0,2,16.1,14,0,1.0,20
15,2,0,2,9.65,15,0,1.0,20
16,6,0,2,23.67,16,0,0,20
17,3,0,3,12.3,17,0,1.0,20
18,5,0,2,22.69,18,0,1.0,20
19,2,0,3,5.19,19,0,1.0,20
20,1,0,0,5.5,20,0,1.0,20
21,1,0,1,6.79,21,0,1.0,20
22,3,0,4,12.25,22,0,1.0,20
23,1,0,2,5.42,23,0,1.0,20
24,5,0,3,21.93,24,0,1.0,20
25,1,0,3,6.81,25,0,1.0,20
