idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,4,0,0,13.25,1,0,0,20
2,4,0,1,17.81,2,0,1.0,20
3,2,0,0,7.89,3,0,1.0,20
4,5,0,0,19.6,4,0,0,20
5,5,0,1,21.37,5,0,0,20
6,1,0,0,5.13,6,0,0,20
7,4,0,2,13.33,7,0,1.0,20
8,4,0,3,23.74,8,0,1.0,20
9,6,0,0,19.09,9,0,0,20
10,3,0,0,11.43,10,0,1.0,20
11,2,0,1,7.96,11,0,1.0,20
12,6,0,1,21.77,12,0,0,20
13,2,0,2,7.82,13,0,1.0,20
14,2,0,3,11.29,14,0,1.0,20
15,4,0,4,18.81,15,0,1.0,20
16,3,0,1,8.43,16,0,1.0,20
17,3,0,2,18.4,17,0,1.0,20
18,1,0,1,6.82,18,0,0,20
19,1,0,2,7.62,19,0,1.0,20
20,5,0,2,22.4,20,0,0,20
21,1,0,3,7.58,21,0,1.0,20
22,6,0,2,23.53,22,0,0,20
23,3,0,3,11.93,23,0,1.0,20
24,3,0,4,18.33,24,0,1.0,20
25,2,0,4,8.14,25,0,1.0,20
