idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,4,0,0,5.78,1,0,1.0,20
2,4,0,1,14.83,2,0,1.0,20
3,4,0,2,18.69,3,0,1.0,20
4,4,0,3,23.93,4,0,1.0,20
5,3,0,0,16.37,5,0,1.0,20
6,5,0,0,19.54,6,0,1.0,20
7,4,0,4,18.19,7,0,1.0,20
8,1,0,0,7.06,8,0,0,20
9,5,0,1,21.64,9,0,1.0,20
10,5,0,2,23.92,10,0,1.0,20
11,3,0,1,9.9,11,0,1.0,20
12,3,0,2,14.09,12,0,1.0,20
13,3,0,3,14.14,13,0,1.0,20
14,2,0,0,5.03,14,0,1.0,20
15,1,0,1,9.69,15,0,1.0,20
16,1,0,2,8.95,16,0,1.0,20
17,3,0,4,18.27,17,0,1.0,20
18,1,0,3,12.17,18,0,1.0,20
19,2,0,1,9.92,19,0,1.0,20
20,6,0,0,15.85,20,0,0,20
21,5,0,3,23.06,21,0,1.0,20
22,6,0,1,19.36,22,0,0,20
23,6,0,2,20.88,23,0,0,20
24,2,0,2,10.89,24,0,1.0,20
25,2,0,3,10.07,25,0,1.0,20
