idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,3,0,0,14.4,0,14.4,1,1.0,20
2,5,0,0,20.95,0,20.95,2,1.0,20
3,2,0,0,8.16,0,8.16,3,1.0,20
4,3,0,1,8.83,0,8.83,4,1.0,20
5,2,0,1,7.12,0,7.12,5,1.0,20
6,2,0,2,14.58,0,14.58,6,1.0,20
7,5,0,1,22.61,0,22.61,7,1.0,20
8,1,0,0,6.47,0,6.47,8,1.0,20
9,3,0,2,16.33,0,16.33,9,1.0,20
10,4,0,0,9.93,0,9.93,10,0,20
11,5,0,2,21.45,0,21.45,11,1.0,20
12,2,0,3,12.58,0,12.58,12,1.0,20
13,3,0,3,19.06,0,19.06,13,1.0,20
14,5,0,3,22.53,0,22.53,14,1.0,20
15,2,0,4,11.57,0,11.57,15,1.0,20
16,1,0,1,6.19,0,6.19,16,1.0,20
17,3,0,4,23.03,0,23.03,17,1.0,20
18,4,0,1,17.58,0,17.58,18,0,20
19,4,0,2,20.83,0,20.83,19,1.0,20
20,4,0,3,20.77,0,20.77,20,1.0,20
21,4,0,4,20.91,0,20.91,21,1.0,20
22,6,0,0,17.62,0,17.62,22,0,20
23,1,0,2,12.25,0,12.25,23,1.0,20
24,6,0,1,21.97,0,21.97,24,0,20
25,1,0,3,11.67,0,11.67,25,1.0,20
