idx,seq,group,emerg,weight,size(ft)
1,1,0,0,7.86,20
2,2,0,0,5.59,20
3,3,0,0,16.54,20
4,4,0,0,23.44,20
5,5,0,0,7.64,20
6,6,0,0,14.6,20
7,7,0,0,8.11,20
8,8,0,0,5.18,20
9,9,0,0,7.11,20
10,10,0,0,12.71,20
11,11,0,0,19.51,20
12,12,0,0,6.19,20
13,13,0,0,5.54,20
14,14,0,0,13.25,20
15,15,0,0,14.15,20
16,16,0,0,5.77,20
17,17,0,0,22.01,20
18,18,0,0,7.66,20
19,19,0,0,14.58,20
20,20,0,0,19.22,20
21,21,0,0,13.0,20
22,22,0,0,9.94,20
23,23,0,0,20.74,20
24,24,0,0,9.38,20
25,25,0,0,6.93,20
