idx,seq,group,emerg,weight,size(ft)
1,1,0,0,5.68,20
2,2,0,0,13.56,20
3,3,0,0,19.84,20
4,4,0,0,6.97,20
5,5,0,0,20.3,20
6,6,0,0,20.02,20
7,7,0,0,22.24,20
8,8,0,0,13.83,20
9,9,0,0,20.49,20
10,10,0,0,17.61,20
11,11,0,0,7.38,20
12,12,0,0,16.16,20
13,13,0,0,17.67,20
14,14,0,0,10.55,20
15,15,0,0,7.97,20
16,16,0,0,16.76,20
17,17,0,0,19.34,20
18,18,0,0,16.92,20
19,19,0,0,5.38,20
20,20,0,0,14.9,20
21,21,0,0,14.34,20
22,22,0,0,21.09,20
23,23,0,0,5.76,20
24,24,0,0,14.22,20
25,25,0,0,11.27,20
