idx,seq,group,emerg,weight,size(ft)
1,1,0,0,7.25,20
2,2,0,0,21.26,20
3,3,0,0,21.39,20
4,4,0,0,21.64,20
5,5,0,0,23.91,20
6,6,0,0,20.94,20
7,7,0,0,16.44,20
8,8,0,0,5.3,20
9,9,0,0,21.39,20
10,10,0,0,19.08,20
11,11,0,0,8.64,20
12,12,0,0,13.65,20
13,13,0,0,23.87,20
14,14,0,0,7.36,20
15,15,0,0,19.66,20
16,16,0,0,5.53,20
17,17,0,0,22.5,20
18,18,0,0,8.11,20
19,19,0,0,11.42,20
20,20,0,0,16.39,20
21,21,0,0,7.63,20
22,22,0,0,13.43,20
23,23,0,0,18.83,20
24,24,0,0,23.17,20
25,25,0,0,12.02,20
